ID_Uzorka;GPS_LAT;GPS_LONG
96;18,475978;77,389979
97;18,470291;77,38524
98;18,490414;77,379765
99;18,491226;77,391862
100;18,488395;77,390202
101;18,492859;77,379093
102;18,475715;77,387253
103;18,474894;77,398452
104;18,475648;77,391058
105;18,49767;77,405262
106;18,489181;77,374307
107;18,456014;77,402381
108;18,485731;77,392255
109;18,471343;77,39963
110;18,475234;77,388462
111;18,471386;77,388106
112;18,471166;77,388227
113;18,468252;77,392739
114;18,469077;77,390691
115;18,494234;77,38198
116;18,483394;77,389773
117;18,468993;77,384412
118;18,501835;77,386603
119;18,477689;77,375925
120;18,467335;77,381809
121;18,495309;77,401924
122;18,490729;77,386833
123;18,488277;77,376441
124;18,484438;77,3687
125;18,480908;77,393317
126;18,477139;77,402366
127;18,473206;77,375542
128;18,477793;77,398194
129;18,45619;77,39979
130;18,479381;77,385404
131;18,483401;77,399897
132;18,489234;77,380852
133;18,475466;77,387875
134;18,484537;77,396028
135;18,479752;77,360731
136;18,486066;77,400198
137;18,480933;77,397708
138;18,472866;77,402481
139;18,485951;77,386643
140;18,483104;77,388654
141;18,494333;77,400771
142;18,487889;77,387853
143;18,474881;77,388854
144;18,491903;77,379391
145;18,49434;77,413583
146;18,47184;77,405405
147;18,499384;77,390464
148;18,465531;77,403014
149;18,480204;77,399175
150;18,479315;77,396983
151;18,490731;77,399052
152;18,466604;77,396597
153;18,487341;77,384837
154;18,492431;77,38204
155;18,483135;77,392431
156;18,478898;77,394256
157;18,493097;77,382712
158;18,486618;77,389978
159;18,491596;77,385595
160;18,482956;77,380189
161;18,481657;77,376365
162;18,493243;77,410019
163;18,475398;77,393865
164;18,482393;77,38639
165;18,47778;77,388239
166;18,484119;77,379665
167;18,472774;77,382069
168;18,473053;77,405615
169;18,486057;77,394008
170;18,477382;77,393051
171;18,474215;77,386557
172;18,474645;77,383435
173;18,487548;77,393337
174;18,485086;77,392366
175;18,49211;77,389315
176;18,469009;77,38316
177;18,485283;77,393726
178;18,481503;77,392554
179;18,48122;77,393497
180;18,495456;77,403577
181;18,491247;77,400244
182;18,481751;77,402268
183;18,474839;77,373783
184;18,480487;77,396435
185;18,475267;77,393959
186;18,493524;77,395044
187;18,473448;77,395657
188;18,450101;77,402725
189;18,483083;77,395788
190;18,482541;77,386852
191;18,479582;77,370372
192;18,492426;77,379088
193;18,478026;77,386669
194;18,479212;77,409471
195;18,475051;77,393761
196;18,492088;77,377952
197;18,461205;77,413387
198;18,479559;77,39969
199;18,48298;77,381522
200;18,480913;77,379519
201;18,475846;77,406258
202;18,479274;77,388586
203;18,477482;77,387941
204;18,462446;77,386881
205;18,485527;77,400708
206;18,498032;77,396142
207;18,480698;77,377998
208;18,463873;77,384434
209;18,483429;77,390426
210;18,489289;77,392051
211;18,473191;77,392149
212;18,460727;77,39179
213;18,466165;77,401758
214;18,467478;77,380417
215;18,476398;77,397325
216;18,469406;77,411163
217;18,492704;77,383974
218;18,502086;77,370622
219;18,483921;77,392422
220;18,459047;77,373398
221;18,483099;77,399558
222;18,48117;77,387001
223;18,484476;77,404782
224;18,483324;77,370432
225;18,472626;77,378231
226;18,492023;77,388203
227;18,463251;77,372712
228;18,482742;77,401378
229;18,470273;77,392131
230;18,476118;77,388362
231;18,478789;77,388668
232;18,489411;77,384158
233;18,473953;77,386948
234;18,500019;77,377394
235;18,488377;77,369936
236;18,4689;77,38991
237;18,497051;77,395276
238;18,491964;77,379686
239;18,478665;77,390194
240;18,494174;77,398174
241;18,456661;77,40402
242;18,470344;77,402197
243;18,486017;77,385866
244;18,48572;77,378691
245;18,477568;77,381949
246;18,47214;77,398461
247;18,49506;77,396134
248;18,49149;77,390619
249;18,457268;77,398131
250;18,475022;77,405039
251;18,495439;77,395441
252;18,484602;77,409398
253;18,478126;77,390383
254;18,47416;77,384607
255;18,467214;77,4013
256;18,484242;77,402243
257;18,472172;77,400883
258;18,478812;77,38499
259;18,498386;77,397117
260;18,474973;77,3845
261;18,500961;77,394551
262;18,455918;77,394364
263;18,481357;77,408636
264;18,485214;77,383779
265;18,493124;77,393286
266;18,475968;77,410026
267;18,474649;77,381766
268;18,484259;77,383245
269;18,491927;77,377762
270;18,488477;77,394494
271;18,491793;77,385354
272;18,475945;77,38616
273;18,462666;77,392769
274;18,47922;77,395133
275;18,506217;77,387788
276;18,465954;77,38415
277;18,492203;77,381799
278;18,46347;77,406525
279;18,485037;77,392058
280;18,47594;77,387581
281;18,471466;77,385001
282;18,468247;77,384591
283;18,463236;77,410605
284;18,467813;77,406328
285;18,475622;77,377554
286;18,484178;77,407135
287;18,481575;77,399828
288;18,460868;77,383399
289;18,486085;77,384137
290;18,492329;77,383161
291;18,491766;77,408591
292;18,470166;77,390219
293;18,490446;77,38321
294;18,474965;77,40301
295;18,484387;77,36928
296;18,47788;77,393768
297;18,476534;77,408234
298;18,47572;77,388995
299;18,467467;77,39323
300;18,478899;77,392693
301;18,480978;77,400146
302;18,486605;77,402854
303;18,482974;77,397189
304;18,473141;77,39052
305;18,480968;77,3737
306;18,47721;77,391129
307;18,487213;77,387102
308;18,473689;77,394245
309;18,468522;77,387936
310;18,46344;77,382919
311;18,485238;77,397397
312;18,483715;77,397091
313;18,493528;77,39318
314;18,481066;77,386718
315;18,482461;77,392631
316;18,479643;77,393723
317;18,469664;77,383934
318;18,460965;77,396831
319;18,470634;77,399638
320;18,466301;77,381442
321;18,466966;77,391319
322;18,488706;77,382989
323;18,483788;77,401257
324;18,486899;77,37114
325;18,496785;77,404598
326;18,48099;77,363762
327;18,493089;77,379891
328;18,476457;77,380439
329;18,468385;77,394358
330;18,480678;77,407854
331;18,490059;77,363558
332;18,484268;77,405501
333;18,488447;77,377852
334;18,477456;77,395799
335;18,482013;77,381259
336;18,460708;77,369965
337;18,481644;77,381462
338;18,471288;77,391898
339;18,486812;77,393055
340;18,473885;77,393222
341;18,484008;77,381942
342;18,476276;77,389091
343;18,477356;77,394605
344;18,494112;77,382138
345;18,489838;77,396197
346;18,488989;77,388372
347;18,49156;77,374519
348;18,478004;77,396556
349;18,476688;77,385964
350;18,478233;77,382887
351;18,487301;77,398885
352;18,480924;77,388622
353;18,485403;77,376057
354;18,482953;77,395493
355;18,502374;77,382407
356;18,4886;77,390727
357;18,45235;77,388554
358;18,467897;77,382364
359;18,476646;77,386124
360;18,491389;77,382153
361;18,474622;77,39153
362;18,472489;77,385593
363;18,474875;77,394382
364;18,498071;77,378987
365;18,473017;77,391754
366;18,472159;77,396659
367;18,468688;77,385428
368;18,471643;77,393096
369;18,484089;77,389779
370;18,474327;77,37907
371;18,487819;77,381146
372;18,490478;77,382165
373;18,474183;77,393945
374;18,484413;77,396762
375;18,491375;77,385104
376;18,480646;77,385497
377;18,495249;77,394458
378;18,501102;77,377402
379;18,496651;77,404162
380;18,487522;77,402772
381;18,472049;77,385582
382;18,476838;77,390431
383;18,481327;77,382229
384;18,469513;77,382969
385;18,478161;77,390196
386;18,484225;77,384109
387;18,50029;77,385962
388;18,491655;77,409763
389;18,480765;77,393952
390;18,485868;77,378372
391;18,482027;77,380829
392;18,482207;77,403372
393;18,488784;77,396709
394;18,49061;77,385528
395;18,503884;77,393332
396;18,489741;77,382377
397;18,465087;77,384324
398;18,474765;77,411973
399;18,480777;77,391519
400;18,484014;77,391816
401;18,484619;77,381634
402;18,481629;77,384467
403;18,47456;77,37493
404;18,465832;77,402172
405;18,478487;77,389726
406;18,468166;77,387894
407;18,492889;77,404081
408;18,488808;77,384351
409;18,473237;77,387725
410;18,486025;77,387489
411;18,498884;77,397762
412;18,468433;77,39408
413;18,485454;77,388444
414;18,479893;77,39095
415;18,492903;77,383879
416;18,485685;77,38896
417;18,4741;77,382634
418;18,469437;77,384223
419;18,478528;77,383302
420;18,47064;77,376901
421;18,48925;77,389011
422;18,481935;77,402275
423;18,475536;77,39002
424;18,477966;77,395938
425;18,467727;77,400439
426;18,485883;77,374816
427;18,472577;77,387692
428;18,486066;77,413372
429;18,480885;77,373309
430;18,491982;77,389236
431;18,481269;77,380017
432;18,472976;77,39105
433;18,492704;77,383372
434;18,488672;77,397382
435;18,469819;77,372521
436;18,469948;77,393763
437;18,471073;77,398851
438;18,470011;77,380657
439;18,476532;77,392391
440;18,512039;77,399485
441;18,475606;77,38738
442;18,485146;77,390023
443;18,494488;77,414033
444;18,479925;77,392063
445;18,481989;77,409777
446;18,472172;77,382481
447;18,473479;77,367094
448;18,488495;77,392335
449;18,469716;77,394035
450;18,48936;77,395122
451;18,494529;77,395658
452;18,478007;77,38842
453;18,477105;77,391725
454;18,468483;77,381691
455;18,481011;77,38338
456;18,473816;77,39533
457;18,483131;77,376116
458;18,466077;77,391584
459;18,483538;77,397649
460;18,460451;77,376207
461;18,490156;77,377508
462;18,47614;77,396287
463;18,484604;77,395086
464;18,470782;77,404142
465;18,487347;77,410625
466;18,474641;77,413886
467;18,48579;77,400443
468;18,484616;77,389635
469;18,478392;77,391667
470;18,487383;77,377156
471;18,478879;77,370331
472;18,48222;77,358162
473;18,470726;77,376218
474;18,483137;77,389638
475;18,496126;77,404146
476;18,478838;77,384025
477;18,472109;77,400086
478;18,481871;77,396622
479;18,484088;77,394017
480;18,472842;77,387263
481;18,477082;77,378064
482;18,48117;77,379187
483;18,487379;77,390754
484;18,468826;77,391681
485;18,468993;77,386655
486;18,478498;77,39975
487;18,475606;77,37936
488;18,468357;77,394445
489;18,485254;77,382587
490;18,484874;77,390033
491;18,481394;77,394713
492;18,486849;77,398898
493;18,481899;77,388852
494;18,470128;77,382415
495;18,465364;77,376404
496;18,478239;77,392335
497;18,469333;77,388464
498;18,472328;77,387046
499;18,509628;77,372761
500;18,47812;77,382227
501;18,482053;77,381723
502;18,468477;77,379855
503;18,45782;77,390425
504;18,483622;77,388995
505;18,476659;77,403308
506;18,469498;77,406748
507;18,489448;77,385027
508;18,492731;77,388606
509;18,491162;77,39086
510;18,470456;77,398201
511;18,495213;77,394975
512;18,484239;77,385445
513;18,47846;77,394558
514;18,482401;77,375326
515;18,486413;77,384836
516;18,485212;77,395537
517;18,483051;77,400251
518;18,476343;77,384873
519;18,479706;77,38642
520;18,473038;77,380729
521;18,456502;77,39126
522;18,481412;77,376002
523;18,482787;77,401684
524;18,496234;77,391632
525;18,476463;77,410935
526;18,494706;77,39435
527;18,479353;77,373274
528;18,471782;77,399964
529;18,494813;77,373025
530;18,456913;77,405963
531;18,485611;77,385833
532;18,477244;77,38591
533;18,471302;77,385265
534;18,48041;77,364179
535;18,488661;77,373719
536;18,470637;77,40136
537;18,476405;77,392875
538;18,486991;77,395151
539;18,471199;77,402418
540;18,485328;77,375404
541;18,478624;77,392992
542;18,485525;77,387178
543;18,47804;77,404002
544;18,48487;77,38663
545;18,461168;77,39138
546;18,48915;77,393895
547;18,464939;77,398006
548;18,497914;77,406887
549;18,490212;77,401353
550;18,470419;77,385748
551;18,469535;77,383882
552;18,471804;77,389741
553;18,470942;77,391906
554;18,500669;77,386794
555;18,477459;77,39774
556;18,481515;77,391153
557;18,484394;77,407288
558;18,472875;77,39199
559;18,492688;77,397623
560;18,494132;77,394781
561;18,475781;77,397615
562;18,492284;77,393024
563;18,47839;77,398568
564;18,490816;77,398686
565;18,485474;77,381372
566;18,466947;77,37954
567;18,48685;77,390846
568;18,473497;77,409444
569;18,486093;77,384337
570;18,466442;77,381525
571;18,464499;77,40383
572;18,488401;77,392758
573;18,48824;77,392682
574;18,474941;77,400021
575;18,489778;77,392073
576;18,483723;77,370628
577;18,486633;77,383884
578;18,46885;77,385316
579;18,466751;77,392031
580;18,470561;77,401409
581;18,48746;77,398727
582;18,48854;77,376266
583;18,482655;77,384883
584;18,486572;77,391626
585;18,492364;77,401724
586;18,492828;77,397341
587;18,488808;77,367946
588;18,488319;77,404711
589;18,481532;77,377364
590;18,484858;77,412766
591;18,496077;77,385534
592;18,470304;77,385976
593;18,486435;77,371196
594;18,495141;77,371404
595;18,490337;77,379581
596;18,460065;77,398482
597;18,484862;77,39538
598;18,487634;77,380531
599;18,483019;77,39098
600;18,477188;77,380407
601;18,48539;77,372858
602;18,460264;77,372026
603;18,474092;77,38796
604;18,460842;77,383659
605;18,486508;77,396779
606;18,475576;77,374651
607;18,492643;77,383251
608;18,469585;77,390682
609;18,493863;77,375898
610;18,470667;77,406666
611;18,487081;77,374228
612;18,464627;77,386608
613;18,467812;77,389269
614;18,503775;77,388303
615;18,481885;77,395869
616;18,466775;77,389864
617;18,488381;77,382642
618;18,463683;77,390615
619;18,478584;77,390073
620;18,473322;77,383271
621;18,485188;77,380516
622;18,474793;77,374918
623;18,478086;77,388907
624;18,478306;77,377075
625;18,481611;77,411638
626;18,471725;77,404299
627;18,468406;77,384626
628;18,482984;77,399772
629;18,477335;77,388906
630;18,472907;77,401716
631;18,47454;77,400049
632;18,468142;77,404537
633;18,496216;77,371951
634;18,470517;77,397271
635;18,462188;77,392585
636;18,486832;77,393041
637;18,479351;77,374764
638;18,487684;77,381434
639;18,502169;77,356674
640;18,476362;77,37415
641;18,472603;77,370604
642;18,48222;77,387897
643;18,460806;77,373589
644;18,487414;77,395516
645;18,490937;77,384336
646;18,485081;77,384446
647;18,482832;77,394949
648;18,466287;77,384792
649;18,454197;77,36115
650;18,497067;77,380573
651;18,483186;77,382102
652;18,464298;77,378233
653;18,479769;77,385678
654;18,467512;77,389127
655;18,470849;77,399993
656;18,479882;77,38756
657;18,494868;77,397668
658;18,473434;77,38496
659;18,490748;77,394328
660;18,482707;77,389918
661;18,458115;77,380629
662;18,468175;77,384709
663;18,478205;77,399914
664;18,486686;77,36573
665;18,476654;77,397415
666;18,477262;77,382747
667;18,489191;77,386788
668;18,500493;77,395376
669;18,485424;77,40362
670;18,480217;77,386307
671;18,472207;77,399512
672;18,494113;77,399971
673;18,478617;77,376731
674;18,472527;77,386094
675;18,491543;77,387051
676;18,487513;77,409598
677;18,469596;77,381439
678;18,494501;77,392254
679;18,483214;77,388876
680;18,478905;77,393837
681;18,481805;77,387914
682;18,48905;77,393955
683;18,480396;77,391632
684;18,47946;77,383659
685;18,485341;77,399192
686;18,481728;77,37207
687;18,483927;77,385958
688;18,470411;77,385368
689;18,467547;77,385788
690;18,485287;77,401962
691;18,496087;77,378576
692;18,470776;77,379695
693;18,4684;77,392521
694;18,475488;77,389136
695;18,493059;77,406547
696;18,47707;77,400983
697;18,470875;77,388649
698;18,484597;77,401533
699;18,473133;77,411475
700;18,479786;77,399956
701;18,487065;77,394037
702;18,45918;77,392888
703;18,49174;77,397091
704;18,484262;77,393113
705;18,46536;77,369198
706;18,468639;77,400303
707;18,48322;77,36725
708;18,474712;77,406426
709;18,467908;77,381914
710;18,489461;77,390863
711;18,474992;77,385511
712;18,483061;77,395636
713;18,468012;77,389318
714;18,486589;77,390736
715;18,467797;77,371384
716;18,484647;77,380601
717;18,483627;77,401367
718;18,468957;77,38114
719;18,46657;77,399891
720;18,461056;77,394034
721;18,467138;77,41442
722;18,478017;77,37852
723;18,486636;77,383423
724;18,481816;77,381997
725;18,480797;77,385506
726;18,472388;77,378605
727;18,497744;77,393205
728;18,486691;77,381367
729;18,491728;77,386046
730;18,502037;77,377461
731;18,47529;77,373341
732;18,48315;77,405829
733;18,475781;77,400479
734;18,461884;77,383718
735;18,474022;77,394878
736;18,472867;77,399635
737;18,45884;77,382609
738;18,486448;77,408365
739;18,470124;77,390682
740;18,483364;77,372254
741;18,492986;77,383722
742;18,48664;77,375
743;18,478632;77,390616
744;18,493357;77,380332
745;18,480807;77,385553
746;18,48566;77,399728
747;18,492327;77,387078
748;18,496295;77,405694
749;18,476828;77,388505
750;18,482453;77,402342
751;18,469485;77,394146
752;18,4859;77,384633
753;18,479114;77,406915
754;18,489926;77,395133
755;18,488215;77,405054
756;18,484298;77,383181
757;18,493538;77,377093
758;18,484829;77,378223
759;18,490912;77,395532
760;18,492955;77,385223
761;18,478874;77,386767
762;18,468095;77,38544
763;18,484504;77,38074
764;18,482689;77,396318
765;18,483027;77,384485
766;18,486611;77,392147
767;18,476275;77,40654
768;18,47267;77,394247
769;18,471623;77,390772
770;18,490156;77,391077
771;18,459084;77,396685
772;18,486185;77,414341
773;18,480847;77,380784
774;18,492356;77,393966
775;18,478706;77,377699
776;18,470515;77,379395
777;18,494435;77,394991
778;18,477579;77,406606
779;18,490935;77,382849
780;18,46611;77,363915
781;18,47367;77,413277
782;18,50454;77,386081
783;18,501926;77,381146
784;18,472918;77,387825
785;18,483988;77,406013
786;18,489281;77,37778
787;18,482463;77,394859
788;18,483645;77,39883
789;18,469921;77,382576
790;18,491865;77,378813
791;18,48594;77,382682
792;18,469336;77,380206
793;18,482189;77,379406
794;18,477068;77,379772
795;18,477899;77,384807
796;18,494874;77,373719
797;18,482199;77,391073
798;18,484462;77,394484
799;18,477118;77,386659
800;18,472108;77,386147
801;18,470431;77,39812
802;18,486672;77,407599
803;18,485595;77,392704
804;18,477676;77,383962
805;18,49874;77,382971
806;18,482884;77,409841
807;18,466686;77,392764
808;18,477059;77,389359
809;18,494553;77,385064
810;18,48384;77,392483
811;18,483856;77,37713
812;18,472348;77,381802
813;18,493741;77,375801
814;18,472667;77,398861
815;18,476792;77,380797
816;18,47281;77,399403
817;18,484148;77,40294
818;18,477221;77,37796
819;18,469856;77,40387
820;18,481305;77,392315
821;18,46297;77,390808
822;18,487367;77,399849
823;18,493863;77,394197
824;18,480183;77,40344
825;18,485498;77,386795
826;18,506455;77,415289
827;18,491043;77,386983
828;18,497792;77,385468
829;18,48648;77,404384
830;18,498749;77,386789
831;18,488401;77,401372
832;18,478996;77,39607
833;18,472989;77,392595
834;18,471478;77,376633
835;18,480224;77,385805
836;18,482623;77,374926
837;18,492623;77,377579
838;18,465288;77,388443
839;18,477687;77,374742
840;18,492456;77,390776
841;18,497904;77,373101
842;18,479325;77,401084
843;18,456552;77,359871
844;18,477173;77,387165
845;18,470604;77,393236
846;18,508899;77,383229
847;18,470497;77,392829
848;18,483515;77,396748
849;18,477983;77,396058
850;18,478793;77,393045
851;18,482121;77,406277
852;18,480424;77,400791
853;18,497043;77,388845
854;18,485106;77,374994
855;18,476032;77,402239
856;18,480744;77,397096
857;18,482359;77,413274
858;18,481928;77,378234
859;18,481157;77,382034
860;18,480062;77,406503
861;18,463219;77,388051
862;18,483178;77,39555
863;18,485537;77,379316
864;18,480958;77,402529
865;18,466055;77,398806
866;18,470501;77,385811
867;18,484534;77,403686
868;18,483123;77,389572
869;18,490542;77,384611
870;18,4799;77,401896
871;18,478784;77,400279
872;18,487912;77,3719
873;18,453293;77,39649
874;18,468617;77,387897
875;18,486732;77,394402
876;18,465845;77,413335
877;18,484288;77,396643
878;18,475335;77,37597
879;18,483297;77,408538
880;18,47784;77,403733
881;18,470382;77,36063
882;18,488005;77,403243
883;18,4817;77,400114
884;18,489812;77,387436
885;18,465105;77,382895
886;18,466968;77,390137
887;18,486346;77,381569
888;18,473243;77,396613
889;18,476844;77,375913
890;18,465512;77,382478
891;18,484653;77,397062
892;18,470055;77,389606
893;18,472745;77,394496
894;18,481195;77,401343
895;18,46668;77,404893
896;18,477443;77,375131
897;18,480071;77,405229
898;18,476029;77,387654
899;18,481434;77,377611
900;18,460172;77,388531
901;18,481147;77,378435
902;18,496908;77,390322
903;18,478645;77,376516
904;18,481257;77,36863
905;18,48136;77,389622
906;18,496277;77,395226
907;18,471627;77,391213
908;18,47545;77,372873
909;18,477094;77,381822
910;18,48637;77,407897
911;18,482662;77,39194
912;18,493589;77,385316
913;18,484123;77,384073
914;18,486386;77,404468
915;18,470303;77,389487
916;18,470956;77,374238
917;18,500031;77,403656
918;18,479674;77,384629
919;18,481921;77,398915
920;18,484363;77,383548
921;18,49289;77,385892
922;18,482123;77,395932
923;18,479588;77,374351
924;18,479512;77,399367
925;18,463595;77,38893
926;18,464469;77,383125
927;18,49469;77,396277
928;18,487829;77,388656
929;18,456642;77,388191
930;18,49536;77,386148
931;18,463632;77,375658
932;18,473316;77,383899
933;18,454966;77,39531
934;18,458611;77,40435
935;18,477959;77,392931
936;18,467878;77,373075
937;18,479329;77,391264
938;18,481972;77,385735
939;18,489034;77,389879
940;18,470212;77,387416
941;18,477838;77,377293
942;18,498629;77,386406
943;18,468621;77,38171
944;18,476882;77,39944
945;18,466578;77,391305
946;18,481198;77,387412
947;18,493314;77,37625
948;18,489519;77,372924
949;18,484736;77,391946
950;18,477463;77,394226
951;18,458279;77,390938
952;18,47814;77,406163
953;18,489832;77,370307
954;18,488532;77,407516
955;18,49081;77,381946
956;18,497345;77,389069
957;18,479741;77,403261
958;18,48406;77,39163
959;18,475124;77,390829
960;18,489732;77,374309
961;18,463836;77,400983
962;18,471028;77,38683
963;18,477679;77,395218
964;18,481989;77,397508
965;18,469342;77,390865
966;18,484607;77,366348
967;18,464545;77,402428
968;18,465193;77,38607
969;18,48955;77,394212
970;18,473512;77,386153
971;18,505828;77,399063
972;18,475833;77,381471
973;18,487253;77,392356
974;18,478624;77,38483
975;18,491661;77,392485
976;18,478359;77,385638
977;18,481691;77,400444
978;18,468882;77,38996
979;18,474715;77,394991
980;18,479322;77,400944
981;18,471868;77,365317
982;18,470959;77,389961
983;18,473283;77,406691
984;18,493654;77,389733
985;18,464264;77,376959
986;18,464847;77,384599
987;18,4948;77,387446
988;18,489172;77,394011
989;18,463383;77,38539
990;18,47856;77,378108
991;18,478054;77,398105
992;18,47351;77,38091
993;18,480875;77,396128
994;18,486986;77,391262
995;18,469946;77,387636
996;18,479073;77,392886
997;18,472592;77,37532
998;18,481269;77,396196
999;18,477134;77,384411
1000;18,489725;77,387395
1001;18,481251;77,389672
1002;18,481373;77,39585
1003;18,476834;77,388728
1004;18,46447;77,397564
1005;18,485843;77,395909
1006;18,48048;77,386369
1007;18,484349;77,396937
1008;18,468435;77,378467
1009;18,47506;77,386655
1010;18,472407;77,391231
1011;18,477184;77,382593
1012;18,477688;77,386188
1013;18,471005;77,382355
1014;18,45994;77,383264
1015;18,482874;77,398905
1016;18,494498;77,388589
1017;18,477852;77,39096
1018;18,497266;77,384665
1019;18,496511;77,400436
1020;18,483302;77,404916
1021;18,482169;77,378615
1022;18,472975;77,39113
1023;18,483995;77,392784
1024;18,475235;77,37465
1025;18,475913;77,403595
1026;18,486367;77,402215
1027;18,478722;77,379125
1028;18,472751;77,380239
1029;18,468413;77,382564
1030;18,469454;77,384385
1031;18,483777;77,371883
1032;18,466844;77,392715
1033;18,47383;77,38482
1034;18,490655;77,375151
1035;18,466144;77,374329
1036;18,456224;77,379333
1037;18,460355;77,376373
1038;18,468809;77,391765
1039;18,475243;77,386843
1040;18,47829;77,40229
1041;18,487665;77,387043
1042;18,475287;77,378393
1043;18,46927;77,392102
1044;18,482439;77,402493
1045;18,484939;77,383678
1046;18,495471;77,377229
1047;18,495021;77,389713
1048;18,472502;77,395511
1049;18,483595;77,395551
1050;18,488899;77,402892
1051;18,483916;77,391444
1052;18,468152;77,392196
1053;18,472813;77,382861
1054;18,481372;77,402178
1055;18,472277;77,38732
1056;18,48534;77,389219
1057;18,479766;77,398456
1058;18,487369;77,38828
1059;18,487567;77,390139
1060;18,467649;77,399933
1061;18,486724;77,39472
1062;18,479031;77,396449
1063;18,482689;77,395299
1064;18,477468;77,376218
1065;18,47094;77,391366
1066;18,475266;77,39265
1067;18,471515;77,395962
1068;18,468671;77,400526
1069;18,486961;77,395228
1070;18,478901;77,395482
1071;18,482084;77,403297
1072;18,486681;77,377955
1073;18,48709;77,388105
1074;18,482059;77,40309
1075;18,477163;77,403926
1076;18,461465;77,40063
1077;18,479537;77,390491
1078;18,487358;77,382992
1079;18,506502;77,41992
1080;18,480047;77,385826
1081;18,478895;77,399138
1082;18,471663;77,389514
1083;18,46289;77,39603
1084;18,476046;77,404033
1085;18,490933;77,386534
1086;18,489886;77,379964
1087;18,480137;77,366025
1088;18,471853;77,382873
1089;18,486205;77,404199
1090;18,479539;77,387257
1091;18,484795;77,382817
1092;18,481576;77,376285
1093;18,484793;77,39696
1094;18,481385;77,396259
1095;18,477619;77,375003
1096;18,472693;77,394533
1097;18,482315;77,402299
1098;18,491246;77,398088
1099;18,490901;77,392125
1100;18,477032;77,396437
1101;18,480128;77,373227
1102;18,485562;77,395682
1103;18,49175;77,396682
1104;18,475841;77,38863
1105;18,469277;77,395005
1106;18,495566;77,373891
1107;18,469022;77,376474
1108;18,4717;77,382476
1109;18,496681;77,382758
1110;18,474912;77,388441
1111;18,493555;77,400711
1112;18,489256;77,39348
1113;18,476611;77,387347
1114;18,471119;77,384305
1115;18,476402;77,390264
1116;18,489713;77,392565
1117;18,481653;77,397537
1118;18,479021;77,393781
1119;18,475881;77,395148
1120;18,466937;77,426621
1121;18,492113;77,39639
1122;18,477858;77,393485
1123;18,483993;77,388271
1124;18,491519;77,396079
1125;18,475802;77,386017
1126;18,489611;77,389399
1127;18,486845;77,396214
1128;18,482252;77,403281
1129;18,485206;77,404717
1130;18,469556;77,406206
1131;18,475796;77,40178
1132;18,464473;77,387021
1133;18,476286;77,396705
1134;18,481245;77,406359
1135;18,47972;77,386246
1136;18,473694;77,39698
1137;18,478545;77,397028
1138;18,473475;77,391378
1139;18,480523;77,396268
1140;18,486925;77,3863
1141;18,468358;77,397957
1142;18,474541;77,396704
1143;18,477528;77,386832
1144;18,487815;77,384638
1145;18,468358;77,389923
1146;18,479262;77,399884
1147;18,481168;77,403061
1148;18,481135;77,39116
1149;18,483879;77,389234
1150;18,491351;77,39317
